"stream_ID","year","month","day","Value","q_mm","q_ML_day","q_mm_5th_root"
"FLOW_405245",1970,10,18,0.059,0.0443269565217391,5.0976,0.536208362455069
"FLOW_405245",1970,10,19,0.059,0.0443269565217391,5.0976,0.536208362455069
"FLOW_405245",1970,10,20,0.062,0.0465808695652174,5.3568,0.541553688727497
"FLOW_405245",1970,10,21,0.067,0.0503373913043478,5.7888,0.55001956842781
"FLOW_405245",1970,10,22,0.059,0.0443269565217391,5.0976,0.536208362455069
"FLOW_405245",1970,10,23,0.053,0.0398191304347826,4.5792,0.524829640363145
"FLOW_405245",1970,10,24,0.057,0.042824347826087,4.9248,0.532522732195793
"FLOW_405245",1970,10,25,0.078,0.0586017391304348,6.7392,0.566998749361104
"FLOW_405245",1970,10,26,0.067,0.0503373913043478,5.7888,0.55001956842781
"FLOW_405245",1970,10,27,0.054,0.0405704347826087,4.6656,0.526795349492706
"FLOW_405245",1970,10,28,0.05,0.0375652173913043,4.32,0.518748891025623
"FLOW_405245",1970,10,29,0.048,0.0360626086956522,4.1472,0.514530860420703
"FLOW_405245",1970,10,30,0.047,0.0353113043478261,4.0608,0.512368889550855
"FLOW_405245",1970,10,31,0.046,0.03456,3.9744,0.510169800250316
"FLOW_405245",1970,11,1,0.047,0.0353113043478261,4.0608,0.512368889550855
"FLOW_405245",1970,11,2,0.044,0.0330573913043478,3.8016,0.505654312763134
"FLOW_405245",1970,11,3,0.04,0.0300521739130435,3.456,0.496106798695664
"FLOW_405245",1970,11,4,0.036,0.0270469565217391,3.1104,0.485762159499006
"FLOW_405245",1970,11,5,0.036,0.0270469565217391,3.1104,0.485762159499006
"FLOW_405245",1970,11,6,0.076,0.0570991304347826,6.5664,0.564060773842236
"FLOW_405245",1970,11,7,0.072,0.0540939130434783,6.2208,0.557994193536315
"FLOW_405245",1970,11,8,0.074,0.0555965217391304,6.3936,0.561060280328361
"FLOW_405245",1970,11,9,0.084,0.0631095652173913,7.2576,0.575465162748628
"FLOW_405245",1970,11,10,0.05,0.0375652173913043,4.32,0.518748891025623
"FLOW_405245",1970,11,11,0.373,0.28023652173913,32.2272,0.775362774999537
"FLOW_405245",1970,11,12,1.21,0.909078260869565,104.544,0.981115765642213
"FLOW_405245",1970,11,13,0.348,0.261453913043478,30.0672,0.764678763489841
"FLOW_405245",1970,11,14,0.115,0.0864,9.936,0.612777412560081
"FLOW_405245",1970,11,15,0.074,0.0555965217391304,6.3936,0.561060280328361
"FLOW_405245",1970,11,16,0.065,0.0488347826086957,5.616,0.54669594391284
"FLOW_405245",1970,11,17,0.058,0.0435756521739131,5.0112,0.534378257075419
"FLOW_405245",1970,11,18,0.05,0.0375652173913043,4.32,0.518748891025623
"FLOW_405245",1970,11,19,0.044,0.0330573913043478,3.8016,0.505654312763134
"FLOW_405245",1970,11,20,0.041,0.0308034782608696,3.5424,0.498562893039197
"FLOW_405245",1970,11,21,0.036,0.0270469565217391,3.1104,0.485762159499006
"FLOW_405245",1970,11,22,0.034,0.025544347826087,2.9376,0.480240700504847
"FLOW_405245",1970,11,23,0.033,0.0247930434782609,2.8512,0.477381921712081
"FLOW_405245",1970,11,24,0.032,0.0240417391304348,2.7648,0.474452977095431
"FLOW_405245",1970,11,25,0.03,0.0225391304347826,2.592,0.46836823291707
"FLOW_405245",1970,11,26,0.028,0.0210365217391304,2.4192,0.461949803483439
"FLOW_405245",1970,11,27,0.025,0.0187826086956522,2.16,0.451597139291596
"FLOW_405245",1970,11,28,0.025,0.0187826086956522,2.16,0.451597139291596
"FLOW_405245",1970,11,29,0.023,0.01728,1.9872,0.444128606984584
"FLOW_405245",1970,11,30,0.021,0.0157773913043478,1.8144,0.436121040313849
"FLOW_405245",1970,12,1,0.02,0.0150260869565217,1.728,0.431886053059547
"FLOW_405245",1970,12,2,0.019,0.0142747826086957,1.6416,0.427478129715676
"FLOW_405245",1970,12,3,0.018,0.0135234782608696,1.5552,0.422880521579801
"FLOW_405245",1970,12,4,0.016,0.0120208695652174,1.3824,0.41303530646795
"FLOW_405245",1970,12,5,0.033,0.0247930434782609,2.8512,0.477381921712081
"FLOW_405245",1970,12,6,0.023,0.01728,1.9872,0.444128606984584
"FLOW_405245",1970,12,7,0.021,0.0157773913043478,1.8144,0.436121040313849
"FLOW_405245",1970,12,8,0.019,0.0142747826086957,1.6416,0.427478129715676
"FLOW_405245",1970,12,9,0.018,0.0135234782608696,1.5552,0.422880521579801
"FLOW_405245",1970,12,10,0.021,0.0157773913043478,1.8144,0.436121040313849
"FLOW_405245",1970,12,11,0.023,0.01728,1.9872,0.444128606984584
"FLOW_405245",1970,12,12,0.021,0.0157773913043478,1.8144,0.436121040313849
"FLOW_405245",1970,12,13,0.019,0.0142747826086957,1.6416,0.427478129715676
"FLOW_405245",1970,12,14,0.018,0.0135234782608696,1.5552,0.422880521579801
"FLOW_405245",1970,12,15,0.016,0.0120208695652174,1.3824,0.41303530646795
"FLOW_405245",1970,12,16,0.014,0.0105182608695652,1.2096,0.402150661637042
"FLOW_405245",1970,12,17,0.013,0.00976695652173913,1.1232,0.396234102363109
"FLOW_405245",1970,12,18,0.011,0.00826434782608696,0.9504,0.383214309391256
"FLOW_405245",1970,12,19,0.011,0.00826434782608696,0.9504,0.383214309391256
"FLOW_405245",1970,12,20,0.009,0.00676173913043478,0.7776,0.368138876268255
"FLOW_405245",1970,12,21,0.01,0.00751304347826087,0.864,0.375978646770728
"FLOW_405245",1970,12,22,0.012,0.00901565217391304,1.0368,0.389941474560254
"FLOW_405245",1970,12,23,0.011,0.00826434782608696,0.9504,0.383214309391256
"FLOW_405245",1970,12,24,0.01,0.00751304347826087,0.864,0.375978646770728
"FLOW_405245",1970,12,25,0.01,0.00751304347826087,0.864,0.375978646770728
"FLOW_405245",1970,12,26,0.009,0.00676173913043478,0.7776,0.368138876268255
"FLOW_405245",1970,12,27,0.008,0.0060104347826087,0.6912,0.359568118706861
"FLOW_405245",1970,12,28,0.018,0.0135234782608696,1.5552,0.422880521579801
"FLOW_405245",1970,12,29,0.028,0.0210365217391304,2.4192,0.461949803483439
"FLOW_405245",1970,12,30,0.019,0.0142747826086957,1.6416,0.427478129715676
"FLOW_405245",1970,12,31,0.021,0.0157773913043478,1.8144,0.436121040313849
"FLOW_405245",1971,1,1,0.027,0.0202852173913044,2.3328,0.458601988242654
"FLOW_405245",1971,1,2,0.044,0.0330573913043478,3.8016,0.505654312763134
"FLOW_405245",1971,1,3,0.031,0.0232904347826087,2.6784,0.471449868776816
"FLOW_405245",1971,1,4,0.024,0.0180313043478261,2.0736,0.447925130372482
"FLOW_405245",1971,1,5,0.019,0.0142747826086957,1.6416,0.427478129715676
"FLOW_405245",1971,1,6,0.016,0.0120208695652174,1.3824,0.41303530646795
"FLOW_405245",1971,1,7,0.013,0.00976695652173913,1.1232,0.396234102363109
"FLOW_405245",1971,1,8,0.011,0.00826434782608696,0.9504,0.383214309391256
"FLOW_405245",1971,1,9,0.009,0.00676173913043478,0.7776,0.368138876268255
"FLOW_405245",1971,1,10,0.007,0.00525913043478261,0.6048,0.350092485018036
"FLOW_405245",1971,1,11,0.007,0.00525913043478261,0.6048,0.350092485018036
"FLOW_405245",1971,1,12,0.006,0.00450782608695652,0.5184,0.339463770330951
"FLOW_405245",1971,1,13,0.006,0.00450782608695652,0.5184,0.339463770330951
"FLOW_405245",1971,1,14,0.006,0.00450782608695652,0.5184,0.339463770330951
"FLOW_405245",1971,1,15,0.005,0.00375652173913044,0.432,0.327308422733572
"FLOW_405245",1971,1,16,0.005,0.00375652173913044,0.432,0.327308422733572
"FLOW_405245",1971,1,17,0.005,0.00375652173913044,0.432,0.327308422733572
"FLOW_405245",1971,1,18,0.005,0.00375652173913044,0.432,0.327308422733572
"FLOW_405245",1971,1,19,0.004,0.00300521739130435,0.3456,0.313022228283586
"FLOW_405245",1971,1,20,0.004,0.00300521739130435,0.3456,0.313022228283586
"FLOW_405245",1971,1,21,0.004,0.00300521739130435,0.3456,0.313022228283586
"FLOW_405245",1971,1,22,0.003,0.00225391304347826,0.2592,0.295520376480235
"FLOW_405245",1971,1,23,0.003,0.00225391304347826,0.2592,0.295520376480235
"FLOW_405245",1971,1,24,0.007,0.00525913043478261,0.6048,0.350092485018036
"FLOW_405245",1971,1,25,0.013,0.00976695652173913,1.1232,0.396234102363109
"FLOW_405245",1971,1,26,0.009,0.00676173913043478,0.7776,0.368138876268255
"FLOW_405245",1971,1,27,0.008,0.0060104347826087,0.6912,0.359568118706861
"FLOW_405245",1971,1,28,0.006,0.00450782608695652,0.5184,0.339463770330951
"FLOW_405245",1971,1,29,0.006,0.00450782608695652,0.5184,0.339463770330951
"FLOW_405245",1971,1,30,0.005,0.00375652173913044,0.432,0.327308422733572
"FLOW_405245",1971,1,31,0.005,0.00375652173913044,0.432,0.327308422733572
"FLOW_405245",1971,2,1,0.011,0.00826434782608696,0.9504,0.383214309391256
"FLOW_405245",1971,2,2,0.046,0.03456,3.9744,0.510169800250316
"FLOW_405245",1971,2,3,0.017,0.0127721739130435,1.4688,0.41807381234222
"FLOW_405245",1971,2,4,0.013,0.00976695652173913,1.1232,0.396234102363109
"FLOW_405245",1971,2,5,0.014,0.0105182608695652,1.2096,0.402150661637042
"FLOW_405245",1971,2,6,0.011,0.00826434782608696,0.9504,0.383214309391256
"FLOW_405245",1971,2,7,0.009,0.00676173913043478,0.7776,0.368138876268255
"FLOW_405245",1971,2,8,0.007,0.00525913043478261,0.6048,0.350092485018036
"FLOW_405245",1971,2,9,0.014,0.0105182608695652,1.2096,0.402150661637042
"FLOW_405245",1971,2,10,0.045,0.0338086956521739,3.888,0.507932127124311
"FLOW_405245",1971,2,11,0.019,0.0142747826086957,1.6416,0.427478129715676
"FLOW_405245",1971,2,12,0.016,0.0120208695652174,1.3824,0.41303530646795
"FLOW_405245",1971,2,13,0.012,0.00901565217391304,1.0368,0.389941474560254
"FLOW_405245",1971,2,14,0.009,0.00676173913043478,0.7776,0.368138876268255
"FLOW_405245",1971,2,15,0.007,0.00525913043478261,0.6048,0.350092485018036
"FLOW_405245",1971,2,16,0.006,0.00450782608695652,0.5184,0.339463770330951
"FLOW_405245",1971,2,17,0.008,0.0060104347826087,0.6912,0.359568118706861
"FLOW_405245",1971,2,18,0.01,0.00751304347826087,0.864,0.375978646770728
"FLOW_405245",1971,2,19,0.009,0.00676173913043478,0.7776,0.368138876268255
"FLOW_405245",1971,2,20,0.008,0.0060104347826087,0.6912,0.359568118706861
"FLOW_405245",1971,2,21,0.008,0.0060104347826087,0.6912,0.359568118706861
"FLOW_405245",1971,2,22,0.008,0.0060104347826087,0.6912,0.359568118706861
"FLOW_405245",1971,2,23,0.008,0.0060104347826087,0.6912,0.359568118706861
"FLOW_405245",1971,2,24,0.007,0.00525913043478261,0.6048,0.350092485018036
"FLOW_405245",1971,2,25,0.007,0.00525913043478261,0.6048,0.350092485018036
"FLOW_405245",1971,2,26,0.006,0.00450782608695652,0.5184,0.339463770330951
"FLOW_405245",1971,2,27,0.005,0.00375652173913044,0.432,0.327308422733572
"FLOW_405245",1971,2,28,0.005,0.00375652173913044,0.432,0.327308422733572
"FLOW_405245",1971,3,1,0.005,0.00375652173913044,0.432,0.327308422733572
"FLOW_405245",1971,3,2,0.005,0.00375652173913044,0.432,0.327308422733572
"FLOW_405245",1971,3,3,0.004,0.00300521739130435,0.3456,0.313022228283586
"FLOW_405245",1971,3,4,0.004,0.00300521739130435,0.3456,0.313022228283586
"FLOW_405245",1971,3,5,0.004,0.00300521739130435,0.3456,0.313022228283586
"FLOW_405245",1971,3,6,0.004,0.00300521739130435,0.3456,0.313022228283586
"FLOW_405245",1971,3,7,0.003,0.00225391304347826,0.2592,0.295520376480235
"FLOW_405245",1971,3,8,0.002,0.00150260869565217,0.1728,0.272501677156484
"FLOW_405245",1971,3,9,0.002,0.00150260869565217,0.1728,0.272501677156484
"FLOW_405245",1971,3,10,0.003,0.00225391304347826,0.2592,0.295520376480235
"FLOW_405245",1971,3,11,0.004,0.00300521739130435,0.3456,0.313022228283586
"FLOW_405245",1971,3,12,0.004,0.00300521739130435,0.3456,0.313022228283586
"FLOW_405245",1971,3,13,0.004,0.00300521739130435,0.3456,0.313022228283586
"FLOW_405245",1971,3,14,0.003,0.00225391304347826,0.2592,0.295520376480235
"FLOW_405245",1971,3,15,0.004,0.00300521739130435,0.3456,0.313022228283586
"FLOW_405245",1971,3,16,0.008,0.0060104347826087,0.6912,0.359568118706861
"FLOW_405245",1971,3,17,0.005,0.00375652173913044,0.432,0.327308422733572
"FLOW_405245",1971,3,18,0.005,0.00375652173913044,0.432,0.327308422733572
"FLOW_405245",1971,3,19,0.005,0.00375652173913044,0.432,0.327308422733572
"FLOW_405245",1971,3,20,0.006,0.00450782608695652,0.5184,0.339463770330951
"FLOW_405245",1971,3,21,0.004,0.00300521739130435,0.3456,0.313022228283586
"FLOW_405245",1971,3,22,0.006,0.00450782608695652,0.5184,0.339463770330951
"FLOW_405245",1971,3,23,0.007,0.00525913043478261,0.6048,0.350092485018036
"FLOW_405245",1971,3,24,0.007,0.00525913043478261,0.6048,0.350092485018036
"FLOW_405245",1971,3,25,0.007,0.00525913043478261,0.6048,0.350092485018036
"FLOW_405245",1971,3,26,0.008,0.0060104347826087,0.6912,0.359568118706861
"FLOW_405245",1971,3,27,0.012,0.00901565217391304,1.0368,0.389941474560254
"FLOW_405245",1971,3,28,0.012,0.00901565217391304,1.0368,0.389941474560254
"FLOW_405245",1971,3,29,0.012,0.00901565217391304,1.0368,0.389941474560254
"FLOW_405245",1971,3,30,0.011,0.00826434782608696,0.9504,0.383214309391256
"FLOW_405245",1971,3,31,0.01,0.00751304347826087,0.864,0.375978646770728
"FLOW_405245",1971,4,1,0.011,0.00826434782608696,0.9504,0.383214309391256
"FLOW_405245",1971,4,2,0.012,0.00901565217391304,1.0368,0.389941474560254
"FLOW_405245",1971,4,3,0.014,0.0105182608695652,1.2096,0.402150661637042
"FLOW_405245",1971,4,4,0.013,0.00976695652173913,1.1232,0.396234102363109
"FLOW_405245",1971,4,5,0.012,0.00901565217391304,1.0368,0.389941474560254
"FLOW_405245",1971,4,6,0.011,0.00826434782608696,0.9504,0.383214309391256
"FLOW_405245",1971,4,7,0.011,0.00826434782608696,0.9504,0.383214309391256
"FLOW_405245",1971,4,8,0.012,0.00901565217391304,1.0368,0.389941474560254
"FLOW_405245",1971,4,9,0.012,0.00901565217391304,1.0368,0.389941474560254
"FLOW_405245",1971,4,10,0.012,0.00901565217391304,1.0368,0.389941474560254
"FLOW_405245",1971,4,11,0.013,0.00976695652173913,1.1232,0.396234102363109
"FLOW_405245",1971,4,12,0.013,0.00976695652173913,1.1232,0.396234102363109
"FLOW_405245",1971,4,13,0.012,0.00901565217391304,1.0368,0.389941474560254
"FLOW_405245",1971,4,14,0.014,0.0105182608695652,1.2096,0.402150661637042
"FLOW_405245",1971,4,15,0.012,0.00901565217391304,1.0368,0.389941474560254
"FLOW_405245",1971,4,16,0.011,0.00826434782608696,0.9504,0.383214309391256
"FLOW_405245",1971,4,17,0.012,0.00901565217391304,1.0368,0.389941474560254
"FLOW_405245",1971,4,18,0.026,0.0195339130434783,2.2464,0.45515346157823
"FLOW_405245",1971,4,19,0.024,0.0180313043478261,2.0736,0.447925130372482
"FLOW_405245",1971,4,20,0.086,0.0646121739130435,7.4304,0.578179741581928
"FLOW_405245",1971,4,21,0.049,0.0368139130434783,4.2336,0.51665709346556
"FLOW_405245",1971,4,22,0.075,0.0563478260869565,6.48,0.562568528657399
"FLOW_405245",1971,4,23,0.035,0.026295652173913,3.024,0.48303298583405
"FLOW_405245",1971,4,24,0.025,0.0187826086956522,2.16,0.451597139291596
"FLOW_405245",1971,4,25,0.019,0.0142747826086957,1.6416,0.427478129715676
"FLOW_405245",1971,4,26,0.075,0.0563478260869565,6.48,0.562568528657399
"FLOW_405245",1971,4,27,0.064,0.0480834782608696,5.5296,0.545003354312967
"FLOW_405245",1971,4,28,0.176,0.132229565217391,15.2064,0.667214865807386
"FLOW_405245",1971,4,29,0.16,0.120208695652174,13.824,0.654616845467144
"FLOW_405245",1971,4,30,0.081,0.0608556521739131,6.9984,0.571294685723066
"FLOW_405245",1971,5,1,0.05,0.0375652173913043,4.32,0.518748891025623
"FLOW_405245",1971,5,2,0.049,0.0368139130434783,4.2336,0.51665709346556
"FLOW_405245",1971,5,3,0.179,0.13448347826087,15.4656,0.669474110073276
"FLOW_405245",1971,5,4,2.704,2.03152695652174,233.6256,1.15229722997514
"FLOW_405245",1971,5,5,1.187,0.891798260869565,102.5568,0.977357216972526
"FLOW_405245",1971,5,6,0.4,0.300521739130435,34.56,0.786276287986433
"FLOW_405245",1971,5,7,0.231,0.173551304347826,19.9584,0.704507427893121
"FLOW_405245",1971,5,8,0.193,0.145001739130435,16.6752,0.679633288070584
"FLOW_405245",1971,5,9,0.152,0.114198260869565,13.1328,0.647935683030932
"FLOW_405245",1971,5,10,0.123,0.0924104347826087,10.6272,0.62107522120315
"FLOW_405245",1971,5,11,0.118,0.0886539130434783,10.1952,0.615941663887792
"FLOW_405245",1971,5,12,0.524,0.39368347826087,45.2736,0.829907019269831
"FLOW_405245",1971,5,13,0.902,0.67767652173913,77.9328,0.925133671394495
"FLOW_405245",1971,5,14,0.334,0.250935652173913,28.8576,0.758424709324478
"FLOW_405245",1971,5,15,0.202,0.15176347826087,17.4528,0.685856808625099
"FLOW_405245",1971,5,16,0.155,0.116452173913043,13.392,0.650473367843371
"FLOW_405245",1971,5,17,0.129,0.0969182608695652,11.1456,0.627019608423981
"FLOW_405245",1971,5,18,0.11,0.0826434782608696,9.504,0.607353750207889
"FLOW_405245",1971,5,19,0.097,0.0728765217391304,8.3808,0.592266989134414
"FLOW_405245",1971,5,20,0.083,0.0623582608695652,7.1712,0.574088436055066
"FLOW_405245",1971,5,21,0.076,0.0570991304347826,6.5664,0.564060773842236
"FLOW_405245",1971,5,22,0.07,0.0525913043478261,6.048,0.554859196236879
"FLOW_405245",1971,5,23,0.065,0.0488347826086957,5.616,0.54669594391284
"FLOW_405245",1971,5,24,0.06,0.0450782608695652,5.184,0.538013818684707
"FLOW_405245",1971,5,25,0.056,0.0420730434782609,4.8384,0.53064097935263
"FLOW_405245",1971,5,26,0.052,0.0390678260869565,4.4928,0.522834032586119
"FLOW_405245",1971,5,27,0.061,0.0458295652173913,5.2704,0.539795360398896
"FLOW_405245",1971,5,28,1.203,0.903819130434783,103.9392,0.97997795436924
"FLOW_405245",1971,5,29,1.427,1.07211130434783,123.2928,1.01402339529746
"FLOW_405245",1971,5,30,3.557,2.67238956521739,307.3248,1.21725047716446
"FLOW_405245",1971,5,31,3.457,2.59725913043478,298.6848,1.21032793273294
"FLOW_405245",1971,6,1,0.961,0.72200347826087,83.0304,0.936931538001377
"FLOW_405245",1971,6,2,1.447,1.08713739130435,125.0208,1.01684998521121
"FLOW_405245",1971,6,3,1.348,1.01275826086957,116.4672,1.00253872911634
"FLOW_405245",1971,6,4,0.605,0.454539130434783,52.272,0.854110882438537
"FLOW_405245",1971,6,5,0.378,0.283993043478261,32.6592,0.777430438434158
"FLOW_405245",1971,6,6,0.287,0.215624347826087,24.7968,0.735765736914182
"FLOW_405245",1971,6,7,0.243,0.182566956521739,20.9952,0.711679465643146
"FLOW_405245",1971,6,8,0.217,0.163033043478261,18.7488,0.695753063378098
"FLOW_405245",1971,6,9,0.228,0.171297391304348,19.6992,0.702667957798745
"FLOW_405245",1971,6,10,0.214,0.160779130434783,18.4896,0.693818594882737
"FLOW_405245",1971,6,11,0.175,0.131478260869565,15.12,0.666454938019413
"FLOW_405245",1971,6,12,0.151,0.113446956521739,13.0464,0.647080883637879
"FLOW_405245",1971,6,13,0.135,0.101426086956522,11.664,0.632746765983477
"FLOW_405245",1971,6,14,0.123,0.0924104347826087,10.6272,0.62107522120315
