"stream_ID","year","month","day","Value","q_mm","q_ML_day","q_mm_5th_root"
"FLOW_405212",1946,1,19,6.715,1.72159050445104,580.176,1.11477179420105
"FLOW_405212",1946,1,20,4.741,1.21549673590504,409.6224,1.03980226563106
"FLOW_405212",1946,1,21,1.294,0.331755489614243,111.8016,0.801980158302609
"FLOW_405212",1946,1,22,0.224,0.0574290801186944,19.3536,0.564711161953265
"FLOW_405212",1946,1,23,0.073,0.0187157270029674,6.3072,0.451275068021765
"FLOW_405212",1946,1,24,0.022,0.00564035608308605,1.9008,0.355026936104943
"FLOW_405212",1946,1,25,0.002,0.000512759643916914,0.1728,0.219777266474777
"FLOW_405212",1946,1,26,0,0,0,0
"FLOW_405212",1946,1,27,0,0,0,0
"FLOW_405212",1946,1,28,0,0,0,0
"FLOW_405212",1946,1,29,0,0,0,0
"FLOW_405212",1946,1,30,0,0,0,0
"FLOW_405212",1946,1,31,0,0,0,0
"FLOW_405212",1946,2,1,0,0,0,0
"FLOW_405212",1946,2,2,0,0,0,0
"FLOW_405212",1946,2,3,0,0,0,0
"FLOW_405212",1946,2,4,0,0,0,0
"FLOW_405212",1946,2,5,0,0,0,0
"FLOW_405212",1946,2,6,0,0,0,0
"FLOW_405212",1946,2,7,0,0,0,0
"FLOW_405212",1946,2,8,0,0,0,0
"FLOW_405212",1946,2,9,0,0,0,0
"FLOW_405212",1946,2,10,0,0,0,0
"FLOW_405212",1946,2,11,0,0,0,0
"FLOW_405212",1946,2,12,0,0,0,0
"FLOW_405212",1946,2,13,0,0,0,0
"FLOW_405212",1946,2,14,0,0,0,0
"FLOW_405212",1946,2,15,0,0,0,0
"FLOW_405212",1946,2,16,0,0,0,0
"FLOW_405212",1946,2,17,0,0,0,0
"FLOW_405212",1946,2,18,0.609,0.1561353115727,52.6176,0.689763528007538
"FLOW_405212",1946,2,19,3.728,0.955783976261128,322.0992,0.990996108458013
"FLOW_405212",1946,2,20,1.096,0.280992284866469,94.6944,0.775780536021835
"FLOW_405212",1946,2,21,0.493,0.126395252225519,42.5952,0.661220260231443
"FLOW_405212",1946,2,22,0.406,0.104090207715134,35.0784,0.636036406227299
"FLOW_405212",1946,2,23,0.249,0.0638385756676558,21.5136,0.576788559631215
"FLOW_405212",1946,2,24,0.143,0.0366623145400593,12.3552,0.516230875384613
"FLOW_405212",1946,2,25,3.259,0.835541839762611,281.5776,0.964703025176838
"FLOW_405212",1946,2,26,20.303,5.20527952522255,1754.1792,1.39087727446056
"FLOW_405212",1946,2,27,10.452,2.67968189910979,903.0528,1.2179140723218
"FLOW_405212",1946,2,28,2.924,0.749654599406528,252.6336,0.944000538368708
"FLOW_405212",1946,3,1,0.695,0.178183976261128,60.048,0.708229038008018
"FLOW_405212",1946,3,2,0.356,0.0912712166172107,30.7584,0.61953631453027
"FLOW_405212",1946,3,3,0.325,0.0833234421364985,28.08,0.608349899324002
"FLOW_405212",1946,3,4,0.238,0.0610183976261128,20.5632,0.571599920522353
"FLOW_405212",1946,3,5,0.143,0.0366623145400593,12.3552,0.516230875384613
"FLOW_405212",1946,3,6,0.079,0.0202540059347181,6.8256,0.458460777495231
"FLOW_405212",1946,3,7,0.064,0.0164083086053412,5.5296,0.439554532949554
"FLOW_405212",1946,3,8,0.024,0.00615311572700297,2.0736,0.361259283854209
"FLOW_405212",1946,3,9,0.018,0.00461483679525222,1.5552,0.341060378226099
"FLOW_405212",1946,3,10,0.016,0.00410207715133531,1.3824,0.33312004373819
"FLOW_405212",1946,3,11,0.002,0.000512759643916914,0.1728,0.219777266474777
"FLOW_405212",1946,3,12,0,0,0,0
"FLOW_405212",1946,3,13,0.002,0.000512759643916914,0.1728,0.219777266474777
"FLOW_405212",1946,3,14,0.031,0.00794777448071217,2.6784,0.380232388001637
"FLOW_405212",1946,3,15,0.115,0.0294836795252226,9.936,0.494215470874349
"FLOW_405212",1946,3,16,0.079,0.0202540059347181,6.8256,0.458460777495231
"FLOW_405212",1946,3,17,0.071,0.0182029673590504,6.1344,0.44877477522139
"FLOW_405212",1946,3,18,0.064,0.0164083086053412,5.5296,0.439554532949554
"FLOW_405212",1946,3,19,0.024,0.00615311572700297,2.0736,0.361259283854209
"FLOW_405212",1946,3,20,0.018,0.00461483679525222,1.5552,0.341060378226099
"FLOW_405212",1946,3,21,0.016,0.00410207715133531,1.3824,0.33312004373819
"FLOW_405212",1946,3,22,0.002,0.000512759643916914,0.1728,0.219777266474777
"FLOW_405212",1946,3,23,0,0,0,0
"FLOW_405212",1946,3,24,0,0,0,0
"FLOW_405212",1946,3,25,0,0,0,0
"FLOW_405212",1946,3,26,0,0,0,0
"FLOW_405212",1946,3,27,0,0,0,0
"FLOW_405212",1946,3,28,0,0,0,0
"FLOW_405212",1946,3,29,0,0,0,0
"FLOW_405212",1946,3,30,0,0,0,0
"FLOW_405212",1946,3,31,0,0,0,0
"FLOW_405212",1946,4,1,0,0,0,0
"FLOW_405212",1946,4,2,0,0,0,0
"FLOW_405212",1946,4,3,0,0,0,0
"FLOW_405212",1946,4,4,0,0,0,0
"FLOW_405212",1946,4,5,0,0,0,0
"FLOW_405212",1946,4,6,0,0,0,0
"FLOW_405212",1946,4,7,0,0,0,0
"FLOW_405212",1946,4,8,0,0,0,0
"FLOW_405212",1946,4,9,0,0,0,0
"FLOW_405212",1946,4,10,0,0,0,0
"FLOW_405212",1946,4,11,0,0,0,0
"FLOW_405212",1946,4,12,0,0,0,0
"FLOW_405212",1946,4,13,0,0,0,0
"FLOW_405212",1946,4,14,0,0,0,0
"FLOW_405212",1946,4,15,0,0,0,0
"FLOW_405212",1946,4,16,0,0,0,0
"FLOW_405212",1946,4,17,0,0,0,0
"FLOW_405212",1946,4,18,0,0,0,0
"FLOW_405212",1946,4,19,0,0,0,0
"FLOW_405212",1946,4,20,0,0,0,0
"FLOW_405212",1946,4,21,0,0,0,0
"FLOW_405212",1946,4,22,0.009,0.00230741839762611,0.7776,0.29691030438272
"FLOW_405212",1946,4,23,0.115,0.0294836795252226,9.936,0.494215470874349
"FLOW_405212",1946,4,24,0.431,0.110499703264095,37.2384,0.643683271252194
"FLOW_405212",1946,4,25,0.428,0.10973056379822,36.9792,0.642784687098835
"FLOW_405212",1946,4,26,0.409,0.104859347181009,35.3376,0.63697359556825
"FLOW_405212",1946,4,27,0.347,0.0889637982195846,29.9808,0.616371661550887
"FLOW_405212",1946,4,28,0.337,0.0864,29.1168,0.612777412560081
"FLOW_405212",1946,4,29,0.337,0.0864,29.1168,0.612777412560081
"FLOW_405212",1946,4,30,0.325,0.0833234421364985,28.08,0.608349899324002
"FLOW_405212",1946,5,1,0.251,0.0643513353115727,21.6864,0.577712164939751
"FLOW_405212",1946,5,2,0.226,0.0579418397626113,19.5264,0.56571599244206
"FLOW_405212",1946,5,3,0.151,0.038713353115727,13.0464,0.521881807400218
"FLOW_405212",1946,5,4,0.13,0.0333293768545994,11.232,0.506483659904804
"FLOW_405212",1946,5,5,0.073,0.0187157270029674,6.3072,0.451275068021765
"FLOW_405212",1946,5,6,0.024,0.00615311572700297,2.0736,0.361259283854209
"FLOW_405212",1946,5,7,0.016,0.00410207715133531,1.3824,0.33312004373819
"FLOW_405212",1946,5,8,0.002,0.000512759643916914,0.1728,0.219777266474777
"FLOW_405212",1946,5,9,0,0,0,0
"FLOW_405212",1946,5,10,0,0,0,0
"FLOW_405212",1946,5,11,0,0,0,0
"FLOW_405212",1946,5,12,0,0,0,0
"FLOW_405212",1946,5,13,0,0,0,0
"FLOW_405212",1946,5,14,0,0,0,0
"FLOW_405212",1946,5,15,0,0,0,0
"FLOW_405212",1946,5,16,0,0,0,0
"FLOW_405212",1946,5,17,0.009,0.00230741839762611,0.7776,0.29691030438272
"FLOW_405212",1946,5,18,0.083,0.0212795252225519,7.1712,0.463012149163795
"FLOW_405212",1946,5,19,0.205,0.0525578635014837,17.712,0.554788615434531
"FLOW_405212",1946,5,20,0.143,0.0366623145400593,12.3552,0.516230875384613
"FLOW_405212",1946,5,21,0.079,0.0202540059347181,6.8256,0.458460777495231
"FLOW_405212",1946,5,22,0.064,0.0164083086053412,5.5296,0.439554532949554
"FLOW_405212",1946,5,23,0.022,0.00564035608308605,1.9008,0.355026936104943
"FLOW_405212",1946,5,24,0.002,0.000512759643916914,0.1728,0.219777266474777
"FLOW_405212",1946,5,25,0,0,0,0
"FLOW_405212",1946,5,26,0,0,0,0
"FLOW_405212",1946,5,27,0.002,0.000512759643916914,0.1728,0.219777266474777
"FLOW_405212",1946,5,28,0.016,0.00410207715133531,1.3824,0.33312004373819
"FLOW_405212",1946,5,29,0.024,0.00615311572700297,2.0736,0.361259283854209
"FLOW_405212",1946,5,30,0.064,0.0164083086053412,5.5296,0.439554532949554
"FLOW_405212",1946,5,31,0.071,0.0182029673590504,6.1344,0.44877477522139
"FLOW_405212",1946,6,1,0.071,0.0182029673590504,6.1344,0.44877477522139
"FLOW_405212",1946,6,2,0.071,0.0182029673590504,6.1344,0.44877477522139
"FLOW_405212",1946,6,3,0.079,0.0202540059347181,6.8256,0.458460777495231
"FLOW_405212",1946,6,4,0.13,0.0333293768545994,11.232,0.506483659904804
"FLOW_405212",1946,6,5,0.151,0.038713353115727,13.0464,0.521881807400218
"FLOW_405212",1946,6,6,0.226,0.0579418397626113,19.5264,0.56571599244206
"FLOW_405212",1946,6,7,0.251,0.0643513353115727,21.6864,0.577712164939751
"FLOW_405212",1946,6,8,0.325,0.0833234421364985,28.08,0.608349899324002
"FLOW_405212",1946,6,9,0.325,0.0833234421364985,28.08,0.608349899324002
"FLOW_405212",1946,6,10,0.238,0.0610183976261128,20.5632,0.571599920522353
"FLOW_405212",1946,6,11,0.151,0.038713353115727,13.0464,0.521881807400218
"FLOW_405212",1946,6,12,0.13,0.0333293768545994,11.232,0.506483659904804
"FLOW_405212",1946,6,13,0.079,0.0202540059347181,6.8256,0.458460777495231
"FLOW_405212",1946,6,14,0.064,0.0164083086053412,5.5296,0.439554532949554
"FLOW_405212",1946,6,15,0.024,0.00615311572700297,2.0736,0.361259283854209
"FLOW_405212",1946,6,16,0.018,0.00461483679525222,1.5552,0.341060378226099
"FLOW_405212",1946,6,17,0.018,0.00461483679525222,1.5552,0.341060378226099
"FLOW_405212",1946,6,18,0.706,0.181004154302671,60.9984,0.710456854235705
"FLOW_405212",1946,6,19,4.442,1.13883916913947,383.7888,1.02634289255592
"FLOW_405212",1946,6,20,2.598,0.666074777448071,224.4672,0.921944117583333
"FLOW_405212",1946,6,21,1.028,0.263558456973294,88.8192,0.765905858058117
"FLOW_405212",1946,6,22,0.543,0.139214243323442,46.9152,0.67411925823665
"FLOW_405212",1946,6,23,0.484,0.124087833827893,41.8176,0.658788244027784
"FLOW_405212",1946,6,24,0.428,0.10973056379822,36.9792,0.642784687098835
"FLOW_405212",1946,6,25,0.409,0.104859347181009,35.3376,0.63697359556825
"FLOW_405212",1946,6,26,0.347,0.0889637982195846,29.9808,0.616371661550887
"FLOW_405212",1946,6,27,0.347,0.0889637982195846,29.9808,0.616371661550887
"FLOW_405212",1946,6,28,0.418,0.107166765578635,36.1152,0.639752548604208
"FLOW_405212",1946,6,29,1.232,0.315859940652819,106.4448,0.794143361580794
"FLOW_405212",1946,6,30,6.163,1.58006884272997,532.4832,1.09580985497409
"FLOW_405212",1946,7,1,9.022,2.3130587537092,779.5008,1.18259852468871
"FLOW_405212",1946,7,2,6.208,1.5916059347181,536.3712,1.09740544314491
"FLOW_405212",1946,7,3,3.755,0.962706231454006,324.432,0.992427423665068
"FLOW_405212",1946,7,4,1.7,0.435845697329377,146.88,0.846967123176121
"FLOW_405212",1946,7,5,1.229,0.315090801186944,106.1856,0.793756226186358
"FLOW_405212",1946,7,6,0.924,0.236894955489614,79.8336,0.749740829846179
"FLOW_405212",1946,7,7,0.794,0.203565578635015,68.6016,0.727345688505417
"FLOW_405212",1946,7,8,0.653,0.167416023738872,56.4192,0.699454396903465
"FLOW_405212",1946,7,9,0.566,0.145110979228487,48.9024,0.679735660420751
"FLOW_405212",1946,7,10,0.502,0.128702670623145,43.3728,0.663617013528067
"FLOW_405212",1946,7,11,0.493,0.126395252225519,42.5952,0.661220260231443
"FLOW_405212",1946,7,12,0.502,0.128702670623145,43.3728,0.663617013528067
"FLOW_405212",1946,7,13,0.557,0.142803560830861,48.1248,0.677560074900546
"FLOW_405212",1946,7,14,0.576,0.147674777448071,49.7664,0.682120756452198
"FLOW_405212",1946,7,15,0.633,0.162288427299703,54.6912,0.69511636048294
"FLOW_405212",1946,7,16,0.643,0.164852225519288,55.5552,0.697298872395546
"FLOW_405212",1946,7,17,0.663,0.169979821958457,57.2832,0.701583673436284
"FLOW_405212",1946,7,18,0.817,0.209462314540059,70.5888,0.731511536423167
"FLOW_405212",1946,7,19,1.06,0.271762611275964,91.584,0.770615857189586
"FLOW_405212",1946,7,20,1.251,0.32073115727003,108.0864,0.796577857713883
"FLOW_405212",1946,7,21,1.449,0.371494362017804,125.1936,0.820333496594801
"FLOW_405212",1946,7,22,1.708,0.437896735905045,147.5712,0.847762772417413
"FLOW_405212",1946,7,23,1.65,0.423026706231454,142.56,0.841925293844786
"FLOW_405212",1946,7,24,1.554,0.398414243323442,134.2656,0.831892044722186
"FLOW_405212",1946,7,25,1.54,0.394824925816024,133.056,0.830387709296671
"FLOW_405212",1946,7,26,1.554,0.398414243323442,134.2656,0.831892044722186
"FLOW_405212",1946,7,27,1.636,0.419437388724036,141.3504,0.840491698305759
"FLOW_405212",1946,7,28,1.636,0.419437388724036,141.3504,0.840491698305759
"FLOW_405212",1946,7,29,1.554,0.398414243323442,134.2656,0.831892044722186
"FLOW_405212",1946,7,30,1.527,0.391491988130564,131.9328,0.828980998033702
"FLOW_405212",1946,7,31,1.898,0.486608902077151,163.9872,0.865836739360343
"FLOW_405212",1946,8,1,4.517,1.15806765578635,390.2688,1.02978553326126
"FLOW_405212",1946,8,2,4.098,1.05064451038576,354.0672,1.00992973492798
"FLOW_405212",1946,8,3,2.125,0.544807121661721,183.6,0.885622323737397
"FLOW_405212",1946,8,4,1.418,0.363546587537092,122.5152,0.816793013813035
"FLOW_405212",1946,8,5,0.946,0.2425353115727,81.7344,0.753277500211141
"FLOW_405212",1946,8,6,0.794,0.203565578635015,68.6016,0.727345688505417
"FLOW_405212",1946,8,7,0.644,0.165108605341246,55.6416,0.697515626827356
"FLOW_405212",1946,8,8,0.503,0.128959050445104,43.4592,0.663881192359206
"FLOW_405212",1946,8,9,0.428,0.10973056379822,36.9792,0.642784687098835
"FLOW_405212",1946,8,10,0.419,0.107423145400593,36.2016,0.640058357801577
"FLOW_405212",1946,8,11,0.409,0.104859347181009,35.3376,0.63697359556825
"FLOW_405212",1946,8,12,0.347,0.0889637982195846,29.9808,0.616371661550887
"FLOW_405212",1946,8,13,0.337,0.0864,29.1168,0.612777412560081
"FLOW_405212",1946,8,14,0.337,0.0864,29.1168,0.612777412560081
"FLOW_405212",1946,8,15,0.325,0.0833234421364985,28.08,0.608349899324002
"FLOW_405212",1946,8,16,0.251,0.0643513353115727,21.6864,0.577712164939751
"FLOW_405212",1946,8,17,0.32,0.0820415430267062,27.648,0.60646642694023
"FLOW_405212",1946,8,18,0.853,0.218691988130564,73.6992,0.737847439566157
"FLOW_405212",1946,8,19,1.195,0.306373887240356,103.248,0.789314987714835
"FLOW_405212",1946,8,20,1.161,0.297656973293769,100.3104,0.784771481173158
"FLOW_405212",1946,8,21,1.048,0.268686053412463,90.5472,0.768863111535148
"FLOW_405212",1946,8,22,0.837,0.214589910979228,72.3168,0.735058425386292
"FLOW_405212",1946,8,23,0.804,0.206129376854599,69.4656,0.729168632903235
"FLOW_405212",1946,8,24,0.794,0.203565578635015,68.6016,0.727345688505417
"FLOW_405212",1946,8,25,0.695,0.178183976261128,60.048,0.708229038008018
"FLOW_405212",1946,8,26,0.457,0.117165578635015,39.4848,0.65126840288427
"FLOW_405212",1946,8,27,0.437,0.112037982195846,37.7568,0.645465531872025
"FLOW_405212",1946,8,28,0.538,0.13793234421365,46.4832,0.672873188238374
"FLOW_405212",1946,8,29,0.502,0.128702670623145,43.3728,0.663617013528067
"FLOW_405212",1946,8,30,0.493,0.126395252225519,42.5952,0.661220260231443
"FLOW_405212",1946,8,31,0.484,0.124087833827893,41.8176,0.658788244027784
"FLOW_405212",1946,9,1,0.428,0.10973056379822,36.9792,0.642784687098835
"FLOW_405212",1946,9,2,0.419,0.107423145400593,36.2016,0.640058357801577
"FLOW_405212",1946,9,3,0.409,0.104859347181009,35.3376,0.63697359556825
"FLOW_405212",1946,9,4,0.347,0.0889637982195846,29.9808,0.616371661550887
"FLOW_405212",1946,9,5,0.325,0.0833234421364985,28.08,0.608349899324002
"FLOW_405212",1946,9,6,0.251,0.0643513353115727,21.6864,0.577712164939751
"FLOW_405212",1946,9,7,0.238,0.0610183976261128,20.5632,0.571599920522353
"FLOW_405212",1946,9,8,0.226,0.0579418397626113,19.5264,0.56571599244206
"FLOW_405212",1946,9,9,0.151,0.038713353115727,13.0464,0.521881807400218
"FLOW_405212",1946,9,10,0.139,0.0356367952522255,12.0096,0.513310003974229
"FLOW_405212",1946,9,11,0.139,0.0356367952522255,12.0096,0.513310003974229
"FLOW_405212",1946,9,12,0.13,0.0333293768545994,11.232,0.506483659904804
"FLOW_405212",1946,9,13,0.079,0.0202540059347181,6.8256,0.458460777495231
"FLOW_405212",1946,9,14,0.071,0.0182029673590504,6.1344,0.44877477522139
"FLOW_405212",1946,9,15,0.071,0.0182029673590504,6.1344,0.44877477522139
"FLOW_405212",1946,9,16,0.071,0.0182029673590504,6.1344,0.44877477522139
"FLOW_405212",1946,9,17,0.064,0.0164083086053412,5.5296,0.439554532949554
"FLOW_405212",1946,9,18,0.024,0.00615311572700297,2.0736,0.361259283854209
"FLOW_405212",1946,9,19,0.018,0.00461483679525222,1.5552,0.341060378226099
"FLOW_405212",1946,9,20,0.018,0.00461483679525222,1.5552,0.341060378226099
"FLOW_405212",1946,9,21,0.018,0.00461483679525222,1.5552,0.341060378226099
"FLOW_405212",1946,9,22,0.016,0.00410207715133531,1.3824,0.33312004373819
"FLOW_405212",1946,9,23,0.002,0.000512759643916914,0.1728,0.219777266474777
"FLOW_405212",1946,9,24,0,0,0,0
"FLOW_405212",1946,9,25,0,0,0,0
"FLOW_405212",1946,9,26,0,0,0,0
"FLOW_405212",1946,9,27,0,0,0,0
"FLOW_405212",1946,9,28,0,0,0,0
"FLOW_405212",1946,9,29,0.1,0.0256379821958457,8.64,0.480592255756893
"FLOW_405212",1946,9,30,1.188,0.304579228486647,102.6432,0.788388092871466
"FLOW_405212",1946,10,1,3.768,0.966039169139466,325.5552,0.993113640825859
"FLOW_405212",1946,10,2,1.624,0.416360830860534,140.3136,0.839255069556483
"FLOW_405212",1946,10,3,0.83,0.212795252225519,71.712,0.733824803236489
"FLOW_405212",1946,10,4,0.577,0.14793115727003,49.8528,0.68235743963078
"FLOW_405212",1946,10,5,0.427,0.109474183976261,36.8928,0.642484039311928
"FLOW_405212",1946,10,6,0.335,0.0858872403560831,28.944,0.612048347541124
"FLOW_405212",1946,10,7,0.251,0.0643513353115727,21.6864,0.577712164939751
"FLOW_405212",1946,10,8,0.238,0.0610183976261128,20.5632,0.571599920522353
"FLOW_405212",1946,10,9,0.226,0.0579418397626113,19.5264,0.56571599244206
"FLOW_405212",1946,10,10,0.151,0.038713353115727,13.0464,0.521881807400218
"FLOW_405212",1946,10,11,0.13,0.0333293768545994,11.232,0.506483659904804
"FLOW_405212",1946,10,12,0.079,0.0202540059347181,6.8256,0.458460777495231
"FLOW_405212",1946,10,13,0.173,0.0443537091988131,14.9472,0.536273070472415
"FLOW_405212",1946,10,14,0.882,0.226127002967359,76.2048,0.742797588875148
"FLOW_405212",1946,10,15,1.449,0.371494362017804,125.1936,0.820333496594801
"FLOW_405212",1946,10,16,0.889,0.227921661721068,76.8096,0.743972907396212
"FLOW_405212",1946,10,17,0.653,0.167416023738872,56.4192,0.699454396903465
"FLOW_405212",1946,10,18,0.566,0.145110979228487,48.9024,0.679735660420751
"FLOW_405212",1946,10,19,0.502,0.128702670623145,43.3728,0.663617013528067
"FLOW_405212",1946,10,20,0.484,0.124087833827893,41.8176,0.658788244027784
"FLOW_405212",1946,10,21,0.428,0.10973056379822,36.9792,0.642784687098835
"FLOW_405212",1946,10,22,0.409,0.104859347181009,35.3376,0.63697359556825
"FLOW_405212",1946,10,23,0.347,0.0889637982195846,29.9808,0.616371661550887
"FLOW_405212",1946,10,24,0.325,0.0833234421364985,28.08,0.608349899324002
"FLOW_405212",1946,10,25,0.251,0.0643513353115727,21.6864,0.577712164939751
"FLOW_405212",1946,10,26,0.238,0.0610183976261128,20.5632,0.571599920522353
"FLOW_405212",1946,10,27,0.226,0.0579418397626113,19.5264,0.56571599244206
"FLOW_405212",1946,10,28,0.143,0.0366623145400593,12.3552,0.516230875384613
"FLOW_405212",1946,10,29,0.079,0.0202540059347181,6.8256,0.458460777495231
"FLOW_405212",1946,10,30,0.071,0.0182029673590504,6.1344,0.44877477522139
"FLOW_405212",1946,10,31,0.064,0.0164083086053412,5.5296,0.439554532949554
"FLOW_405212",1946,11,1,0.024,0.00615311572700297,2.0736,0.361259283854209
"FLOW_405212",1946,11,2,0.018,0.00461483679525222,1.5552,0.341060378226099
"FLOW_405212",1946,11,3,0.018,0.00461483679525222,1.5552,0.341060378226099
"FLOW_405212",1946,11,4,0.016,0.00410207715133531,1.3824,0.33312004373819
"FLOW_405212",1946,11,5,0.002,0.000512759643916914,0.1728,0.219777266474777
"FLOW_405212",1946,11,6,0,0,0,0
"FLOW_405212",1946,11,7,0,0,0,0
"FLOW_405212",1946,11,8,0.009,0.00230741839762611,0.7776,0.29691030438272
"FLOW_405212",1946,11,9,0.062,0.0158955489614243,5.3568,0.436772318614075
"FLOW_405212",1946,11,10,0.071,0.0182029673590504,6.1344,0.44877477522139
"FLOW_405212",1946,11,11,0.071,0.0182029673590504,6.1344,0.44877477522139
"FLOW_405212",1946,11,12,0.079,0.0202540059347181,6.8256,0.458460777495231
"FLOW_405212",1946,11,13,0.13,0.0333293768545994,11.232,0.506483659904804
"FLOW_405212",1946,11,14,0.139,0.0356367952522255,12.0096,0.513310003974229
"FLOW_405212",1946,11,15,0.139,0.0356367952522255,12.0096,0.513310003974229
"FLOW_405212",1946,11,16,0.139,0.0356367952522255,12.0096,0.513310003974229
"FLOW_405212",1946,11,17,0.151,0.038713353115727,13.0464,0.521881807400218
"FLOW_405212",1946,11,18,0.226,0.0579418397626113,19.5264,0.56571599244206
"FLOW_405212",1946,11,19,0.238,0.0610183976261128,20.5632,0.571599920522353
"FLOW_405212",1946,11,20,0.226,0.0579418397626113,19.5264,0.56571599244206
"FLOW_405212",1946,11,21,0.151,0.038713353115727,13.0464,0.521881807400218
"FLOW_405212",1946,11,22,0.139,0.0356367952522255,12.0096,0.513310003974229
"FLOW_405212",1946,11,23,0.139,0.0356367952522255,12.0096,0.513310003974229
"FLOW_405212",1946,11,24,0.13,0.0333293768545994,11.232,0.506483659904804
"FLOW_405212",1946,11,25,0.079,0.0202540059347181,6.8256,0.458460777495231
"FLOW_405212",1946,11,26,0.064,0.0164083086053412,5.5296,0.439554532949554
"FLOW_405212",1946,11,27,0.024,0.00615311572700297,2.0736,0.361259283854209
"FLOW_405212",1946,11,28,0.018,0.00461483679525222,1.5552,0.341060378226099
"FLOW_405212",1946,11,29,0.018,0.00461483679525222,1.5552,0.341060378226099
"FLOW_405212",1946,11,30,0.018,0.00461483679525222,1.5552,0.341060378226099
"FLOW_405212",1946,12,1,0.018,0.00461483679525222,1.5552,0.341060378226099
"FLOW_405212",1946,12,2,0.018,0.00461483679525222,1.5552,0.341060378226099
"FLOW_405212",1946,12,3,0.018,0.00461483679525222,1.5552,0.341060378226099
"FLOW_405212",1946,12,4,0.016,0.00410207715133531,1.3824,0.33312004373819
"FLOW_405212",1946,12,5,0.002,0.000512759643916914,0.1728,0.219777266474777
"FLOW_405212",1946,12,6,0,0,0,0
"FLOW_405212",1946,12,7,0,0,0,0
"FLOW_405212",1946,12,8,0,0,0,0
"FLOW_405212",1946,12,9,0,0,0,0
"FLOW_405212",1946,12,10,0,0,0,0
"FLOW_405212",1946,12,11,0,0,0,0
"FLOW_405212",1946,12,12,0,0,0,0
"FLOW_405212",1946,12,13,0,0,0,0
"FLOW_405212",1946,12,14,0,0,0,0
"FLOW_405212",1946,12,15,0,0,0,0
"FLOW_405212",1946,12,16,0,0,0,0
"FLOW_405212",1946,12,17,0,0,0,0
"FLOW_405212",1946,12,18,0,0,0,0
"FLOW_405212",1946,12,19,0,0,0,0
"FLOW_405212",1946,12,20,0,0,0,0
"FLOW_405212",1946,12,21,0,0,0,0
"FLOW_405212",1946,12,22,0,0,0,0
"FLOW_405212",1946,12,23,0,0,0,0
"FLOW_405212",1946,12,24,0,0,0,0
"FLOW_405212",1946,12,25,0,0,0,0
"FLOW_405212",1946,12,26,0,0,0,0
"FLOW_405212",1946,12,27,0,0,0,0
"FLOW_405212",1946,12,28,0,0,0,0
"FLOW_405212",1946,12,29,0,0,0,0
"FLOW_405212",1946,12,30,0,0,0,0
"FLOW_405212",1946,12,31,0,0,0,0
"FLOW_405212",1947,1,1,0,0,0,0
"FLOW_405212",1947,1,2,0,0,0,0
